Day fraction since midnight on 	pH probe (pH)	Source pressure (Pa)
0.6408023427	3.1642022133	0.0000000000
0.6408139087	3.1455459595	0.0000000000
0.6408254887	3.1856787205	0.0000000000
0.6408370599	3.1797626019	0.0000000000
0.6408486388	3.1296944618	0.0000000000
0.6408602112	3.1776912212	0.0000000000
0.6408717735	3.1646692753	0.0000000000
0.6408833532	3.2658679485	0.0000000000
0.6408949262	4.0428714752	0.0000000000
0.6409065074	4.6010460854	0.0000000000
0.6409180775	4.8675427437	0.0000000000
0.6409296545	4.9654989243	0.0000000000
0.6409412268	5.0977478027	0.0000000000
0.6409528007	5.1851010323	0.0000000000
0.6409643737	5.2053532600	0.0000000000
0.6409759373	5.2382807732	0.0000000000
0.6409875106	5.3499665260	0.0000000000
0.6409990895	5.4047322273	0.0000000000
0.6410106643	5.4080452919	0.0000000000
0.6410222342	5.4101958275	0.0000000000
0.6410338170	5.7492351532	0.0000000000
0.6410453901	6.0538234711	0.0000000000
0.6410569599	6.2378239632	0.0000000000
0.6410685322	6.3721756935	0.0000000000
0.6410801026	6.4917597771	0.0000000000
0.6410916814	6.6137623787	0.0000000000
0.6411032506	6.7323513031	0.0000000000
0.6411148239	6.8451418877	0.0000000000
0.6411263966	6.9501466751	0.0000000000
0.6411379799	7.0543293953	0.0000000000
0.6411495556	7.1300115585	0.0000000000
0.6411611205	7.1806831360	0.0000000000
0.6411726933	7.2320580482	0.0000000000
0.6411842667	7.2729616165	0.0000000000
0.6411958465	7.3198280334	0.0000000000
0.6412074215	7.3629689217	0.0000000000
0.6412189874	7.3418078423	0.0000000000
0.6412305595	7.4216279984	0.0000000000
0.6412421398	7.4531664848	0.0000000000
0.6412537157	7.4829468727	0.0000000000
0.6412652911	7.5182619095	0.0000000000
0.6412768587	7.5536890030	0.0000000000
0.6412884357	7.5698413849	0.0000000000
0.6412998979	7.5987114906	0.0000000000
0.6413115838	7.6128158569	0.0000000000
0.6413231572	7.6306266785	0.0000000000
0.6413347321	7.6471309662	0.0000000000
0.6413463003	7.6688485146	0.0000000000
0.6413578710	7.6838402748	0.0000000000
0.6413694485	7.6956934929	0.0000000000
0.6413810188	7.7100577354	0.0000000000
0.6413926025	7.7174038887	0.0000000000
0.6414041702	7.7348175049	0.0000000000
0.6414157617	7.7456126213	0.0000000000
0.6414273139	7.7538247108	0.0000000000
0.6414388884	7.7590212822	0.0000000000
0.6414504719	7.7705054283	0.0000000000
0.6414620392	7.7817630768	0.0000000000
0.6414736153	7.7871766090	0.0000000000
0.6414851830	7.7935371399	0.0000000000
0.6414967735	7.8006205559	0.0000000000
0.6415083367	7.8096075058	0.0000000000
0.6415199069	7.8075566292	0.0000000000
0.6415314811	7.8102974892	0.0000000000
0.6415430552	7.8202786446	0.0000000000
0.6415546328	7.8255624771	0.0000000000
0.6415662033	7.8333678246	0.0000000000
0.6415777713	7.8413939476	0.0000000000
0.6415893538	7.8529148102	0.0000000000
0.6416009271	7.8511700630	0.0000000000
0.6416124965	7.8547945023	0.0000000000
0.6416240699	7.8568186760	0.0000000000
0.6416356500	7.8617339134	0.0000000000
0.6416472227	7.8594965935	0.0000000000
0.6416587911	7.8613257408	0.0000000000
0.6416703679	7.8711433411	0.0000000000
0.6416819570	7.8768568039	0.0000000000
0.6416935112	7.8795981407	0.0000000000
0.6417051039	7.8880686760	0.0000000000
0.6417166624	7.8806405067	0.0000000000
0.6417282302	7.8807115555	0.0000000000
0.6417398030	7.8897628784	0.0000000000
0.6417513979	7.8900504112	0.0000000000
0.6417629550	7.8880662918	0.0000000000
0.6417745287	7.8922085762	0.0000000000
0.6417861016	7.8996634483	0.0000000000
0.6417976845	7.8972101212	0.0000000000
0.6418092521	7.8969230652	0.0000000000
0.6418208320	7.9032802582	0.0000000000
0.6418324051	7.9071769714	0.0000000000
Start of Experiment 2: 1.246 g NaHCO3
0.6418439717	7.9100937843	0.0000000000
0.6418555604	7.8967814445	0.0000000000
0.6418671168	8.1067705154	0.0000000000
0.6418786925	8.4328260422	0.0000000000
0.6418902668	8.6760482788	0.0000000000
0.6419018368	8.7408390045	0.0000000000
0.6419134148	8.7451610565	0.0000000000
0.6419249839	8.7489004135	0.0000000000
0.6419365638	8.7318563461	0.0000000000
0.6419481409	8.7419290543	0.0000000000
0.6419597054	8.7345552444	0.0000000000
0.6419712795	8.7301282883	0.0000000000
0.6419828618	8.7150602341	0.0000000000
0.6419944339	8.6939191818	0.0000000000
0.6420060108	8.6948308945	0.0000000000
0.6420175944	8.6918134689	0.0000000000
0.6420291576	8.6901540756	0.0000000000
0.6420407222	8.6953344345	0.0000000000
0.6420523027	8.6895103455	0.0000000000
0.6420638777	8.6850013733	0.0000000000
0.6420754440	8.6767177582	0.0000000000
0.6420870221	8.6763525009	0.0000000000
0.6420986015	8.6858682632	0.0000000000
0.6421101735	8.6516675949	0.0000000000
0.6421217381	8.6880855560	0.0000000000
0.6421333314	8.7868671417	0.0000000000
0.6421448911	8.8210124969	0.0000000000
0.6421564660	8.8052568436	0.0000000000
0.6421680363	8.7581815720	0.0000000000
0.6421796251	8.8325557709	0.0000000000
0.6421911806	8.8047838211	0.0000000000
0.6422027609	8.7557191849	0.0000000000
0.6422143324	8.7451534271	0.0000000000
0.6422258998	8.7828788757	0.0000000000
0.6422374799	8.7919912338	0.0000000000
0.6422490584	8.7827606201	0.0000000000
0.6422606261	8.8207130432	0.0000000000
0.6422721998	8.7981367111	0.0000000000
0.6422837729	8.7292766571	0.0000000000
0.6422953553	8.7284364700	0.0000000000
0.6423069253	8.7583417892	0.0000000000
0.6423184954	8.7901630402	0.0000000000
0.6423300692	8.7071075439	0.0000000000
0.6423416558	8.8179159164	0.0000000000
0.6423532116	8.7149572372	0.0000000000
0.6423647941	8.7481775284	0.0000000000
0.6423763673	8.7393188477	0.0000000000
0.6423879375	8.6864595413	0.0000000000
0.6423995159	8.7351093292	0.0000000000
0.6424110888	8.7054395676	0.0000000000
0.6424226641	8.7552661896	0.0000000000
0.6424342324	8.7409982681	0.0000000000
0.6424458026	8.7049160004	0.0000000000
0.6424573747	8.7221002579	0.0000000000
0.6424689548	8.7213087082	0.0000000000
0.6424805245	8.7324247360	0.0000000000
0.6424921055	8.7581644058	0.0000000000
0.6425036800	8.7286643982	0.0000000000
0.6425152436	8.7051992416	0.0000000000
0.6425268222	8.7524280548	0.0000000000
0.6425384001	8.7671031952	0.0000000000
0.6425499680	8.7014865875	0.0000000000
0.6425615483	8.7654075623	0.0000000000
0.6425731206	8.7918958664	0.0000000000
0.6425846973	8.7780303955	0.0000000000
0.6425962646	8.7133312225	0.0000000000
0.6426078381	8.7604808807	0.0000000000
0.6426194174	8.7505350113	0.0000000000
0.6426309892	8.7636976242	0.0000000000
0.6426425557	8.7018308640	0.0000000000
0.6426541284	8.7375860214	0.0000000000
0.6426657079	8.7382335663	0.0000000000
0.6426772884	8.7504281998	0.0000000000
0.6426888604	8.6896057129	0.0000000000
0.6427004255	8.7219753265	0.0000000000
0.6427120011	8.7980089188	0.0000000000
0.6427235746	8.6399106979	0.0000000000
0.6427351456	8.6461687088	0.0000000000
0.6427467241	8.6576414108	0.0000000000
0.6427583019	8.6473035812	0.0000000000
0.6427698658	8.6621332169	0.0000000000
0.6427814437	8.6456613541	0.0000000000
0.6427930144	8.6898002625	0.0000000000
0.6428045930	8.7119398117	0.0000000000
0.6428161728	8.6691036224	0.0000000000
0.6428277454	8.7264490128	0.0000000000
0.6428393090	8.6804485321	0.0000000000
0.6428508900	8.6536960602	0.0000000000
0.6428624559	8.6325922012	0.0000000000
0.6428740384	8.6220407486	0.0000000000
0.6428856058	8.6384963989	0.0000000000
0.6428971814	8.5906181335	0.0000000000
0.6429087607	8.4810848236	0.0000000000
0.6429203350	8.4964027405	0.0000000000
0.6429319018	8.5244779587	0.0000000000
0.6429434823	8.4762468338	0.0000000000
0.6429550504	8.4596576691	0.0000000000
0.6429666274	8.4947967529	0.0000000000
0.6429781950	8.4679136276	0.0000000000
0.6429897686	8.4596395493	0.0000000000
0.6430013460	8.5016527176	0.0000000000
0.6430129191	8.4673471451	0.0000000000
0.6430245009	8.4777460098	0.0000000000
0.6430360747	8.4670467377	0.0000000000
0.6430476495	8.4688539505	0.0000000000
0.6430592155	8.4323797226	0.0000000000
0.6430707943	8.4382534027	0.0000000000
0.6430823706	8.4231128693	0.0000000000
0.6430939342	8.4617967606	0.0000000000
0.6431055193	8.5028305054	0.0000000000
0.6431170876	8.4369049072	0.0000000000
0.6431286597	8.6321144104	0.0000000000
0.6431402502	8.5626411438	0.0000000000
0.6431518105	8.5415639877	0.0000000000
0.6431633862	8.5597286224	0.0000000000
0.6431749533	8.6252546310	0.0000000000
0.6431865334	8.5867614746	0.0000000000
0.6431981081	8.5389137268	0.0000000000
0.6432096792	8.6348543167	0.0000000000
0.6432212535	8.5834407806	0.0000000000
0.6432328202	8.5250873566	0.0000000000
0.6432443954	8.5317001343	0.0000000000
0.6432559674	8.5957136154	0.0000000000
0.6432675472	8.5135250092	0.0000000000
0.6432791229	8.5233783722	0.0000000000
0.6432906944	8.5554943085	0.0000000000
0.6433022749	8.5801916122	0.0000000000
0.6433138414	8.5448160172	0.0000000000
0.6433254155	8.4851369858	0.0000000000
0.6433369956	8.5521793365	0.0000000000
0.6433485590	8.5396900177	0.0000000000
0.6433601385	8.5310039520	0.0000000000
0.6433717073	8.5910463333	0.0000000000
0.6433832928	8.6097221375	0.0000000000
0.6433948561	8.5622997284	0.0000000000
0.6434064397	8.5394134521	0.0000000000
0.6434180146	8.5293436050	0.0000000000
0.6434295780	8.5534257889	0.0000000000
0.6434411582	8.5153818130	0.0000000000
0.6434527342	8.4984922409	0.0000000000
0.6434642999	8.5393714905	0.0000000000
0.6434758758	8.5230054855	0.0000000000
0.6434874685	8.5470542908	0.0000000000
0.6434990252	8.5343503952	0.0000000000
0.6435106015	8.5070352554	0.0000000000
0.6435221691	8.4872188568	0.0000000000
0.6435337531	8.5000982285	0.0000000000
0.6435453177	8.4813137054	0.0000000000
0.6435569001	8.5472335815	0.0000000000
0.6435684709	8.5081863403	0.0000000000
0.6435800482	8.5516433716	0.0000000000
0.6435916170	8.5559711456	0.0000000000
0.6436031932	8.5361633301	0.0000000000
0.6436147590	8.5374269485	0.0000000000
0.6436263423	8.5097999573	0.0000000000
0.6436379151	8.4911613464	0.0000000000
0.6436494909	8.5448417664	0.0000000000
0.6436610653	8.5269870758	0.0000000000
0.6436726381	8.5243091583	0.0000000000
0.6436842115	8.5111913681	0.0000000000
0.6436957848	8.5032711029	0.0000000000
0.6437073606	8.4957790375	0.0000000000
0.6437189340	8.5580759048	0.0000000000
0.6437305099	8.4895477295	0.0000000000
0.6437420735	8.5992670059	0.0000000000
0.6437536552	8.5974922180	0.0000000000
0.6437652317	8.4297008514	0.0000000000
0.6437767945	8.5251579285	0.0000000000
0.6437883746	8.5227317810	0.0000000000
0.6437999528	8.5088834763	0.0000000000
0.6438115231	8.5348453522	0.0000000000
0.6438230964	8.5114383698	0.0000000000
0.6438346763	8.5546779633	0.0000000000
0.6438462452	8.5066127777	0.0000000000
0.6438578238	8.5114717484	0.0000000000
0.6438693966	8.4789628983	0.0000000000
0.6438809652	8.4060373306	0.0000000000
0.6438925388	8.5208616257	0.0000000000
0.6439041303	8.4668550491	0.0000000000
0.6439156831	8.4804067612	0.0000000000
0.6439272615	8.5227375031	0.0000000000
0.6439388319	8.4528694153	0.0000000000
0.6439504092	8.5055980682	0.0000000000
0.6439619817	8.5161418915	0.0000000000
0.6439735636	8.4765501022	0.0000000000
0.6439851304	8.4587917328	0.0000000000
0.6439967106	8.4492158890	0.0000000000
0.6440082737	8.4352607727	0.0000000000
0.6440198472	8.4675073624	0.0000000000
0.6440314279	8.4057312012	0.0000000000
0.6440430023	8.5309143066	0.0000000000
0.6440545736	8.5245571136	0.0000000000
0.6440661541	8.4624986649	0.0000000000
0.6440777258	8.4423675537	0.0000000000
0.6440892995	8.4870243073	0.0000000000
0.6441008651	8.4576063156	0.0000000000
0.6441124456	8.3998489380	0.0000000000
0.6441240224	8.4863157272	0.0000000000
0.6441355966	8.4537858963	0.0000000000
0.6441471698	8.4649267197	0.0000000000
0.6441587383	8.4636001587	0.0000000000
0.6441703195	8.4217386246	0.0000000000
0.6441818925	8.4358263016	0.0000000000
0.6441934580	8.4237871170	0.0000000000
0.6442050354	8.4427700043	0.0000000000
0.6442166068	8.4230442047	0.0000000000
0.6442281855	8.4737472534	0.0000000000
0.6442397627	8.4222745895	0.0000000000
0.6442513347	8.4316368103	0.0000000000
0.6442629110	8.4160165787	0.0000000000
0.6442744737	8.4727926254	0.0000000000
0.6442860557	8.3622140884	0.0000000000
0.6442976337	8.3995637894	0.0000000000
0.6443091958	8.3845586777	0.0000000000
0.6443207729	8.4175434113	0.0000000000
0.6443323504	8.4039201736	0.0000000000
0.6443439187	8.3487758636	0.0000000000
0.6443554927	8.4351196289	0.0000000000
0.6443670733	8.3972072601	0.0000000000
0.6443786450	8.4170694351	0.0000000000
0.6443902187	8.3807392120	0.0000000000
0.6444017989	8.3411464691	0.0000000000
0.6444133640	8.3904981613	0.0000000000
0.6444249396	8.3713397980	0.0000000000
0.6444365192	8.3788003922	0.0000000000
0.6444480945	8.4448766708	0.0000000000
0.6444596687	8.3243637085	0.0000000000
0.6444712301	8.4277648926	0.0000000000
0.6444828137	8.3900299072	0.0000000000
0.6444943779	8.4134626389	0.0000000000
0.6445059566	8.3979568481	0.0000000000
0.6445175370	8.3992071152	0.0000000000
0.6445291085	8.4404230118	0.0000000000
0.6445406821	8.4481306076	0.0000000000
0.6445522542	8.4313001633	0.0000000000
0.6445638215	8.3960485458	0.0000000000
0.6445754065	8.4030809402	0.0000000000
0.6445869793	8.4112882614	0.0000000000
0.6445985545	8.3628387451	0.0000000000
0.6446101278	8.3677453995	0.0000000000
0.6446216915	8.3649702072	0.0000000000
0.6446332710	8.4045276642	0.0000000000
0.6446448455	8.3656949997	0.0000000000
0.6446564281	8.3723545074	0.0000000000
0.6446679917	8.3433160782	0.0000000000
0.6446795718	8.3753366470	0.0000000000
0.6446911418	8.4368696213	0.0000000000
0.6447027130	8.4010171890	0.0000000000
0.6447142919	8.4484653473	0.0000000000
0.6447258570	8.3479976654	0.0000000000
0.6447374411	8.3680877686	0.0000000000
0.6447490133	8.3230886459	0.0000000000
0.6447605832	8.4098205566	0.0000000000
0.6447721575	8.3682661057	0.0000000000
0.6447837351	8.3648586273	0.0000000000
0.6447953071	8.3719701767	0.0000000000
0.6448068834	8.3357896805	0.0000000000
0.6448184592	8.3772468567	0.0000000000
0.6448300271	8.3413333893	0.0000000000
0.6448416007	8.4069042206	0.0000000000
0.6448531710	8.2943601608	0.0000000000
0.6448647669	8.4393062592	0.0000000000
0.6448763264	8.4125261307	0.0000000000
0.6448879132	8.4330577850	0.0000000000
0.6448994853	8.3049526215	0.0000000000
0.6449110519	8.3806858063	0.0000000000
0.6449226162	8.4422435760	0.0000000000
0.6449341879	8.3749055862	0.0000000000
0.6449457629	8.4393424988	0.0000000000
0.6449573383	8.3581428528	0.0000000000
0.6449689306	8.4067411423	0.0000000000
0.6449804884	8.3746404648	0.0000000000
0.6449920570	8.3632726669	0.0000000000
0.6450036432	8.4070091248	0.0000000000
0.6450152155	8.3910799026	0.0000000000
0.6450267829	8.4603290558	0.0000000000
0.6450383714	8.3559646606	0.0000000000
0.6450499380	8.4366750717	0.0000000000
0.6450615007	8.3440208435	0.0000000000
0.6450730778	8.4501619339	0.0000000000
0.6450846512	8.4241580963	0.0000000000
0.6450962287	8.3575716019	0.0000000000
0.6451078054	8.2776937485	0.0000000000
0.6451193834	8.3249702454	0.0000000000
0.6451309463	8.2841548920	0.0000000000
0.6451425183	8.3622827530	0.0000000000
0.6451540954	8.3316659927	0.0000000000
0.6451656715	8.3305053711	0.0000000000
0.6451772499	8.3186140060	0.0000000000
0.6451888161	8.3404312134	0.0000000000
0.6452003965	8.3179178238	0.0000000000
0.6452119622	8.3389110565	0.0000000000
0.6452235407	8.2879056931	0.0000000000
0.6452351213	8.3756761551	0.0000000000
0.6452466885	8.3598127365	0.0000000000
0.6452582630	8.3652305603	0.0000000000
0.6452698357	8.3758268356	0.0000000000
0.6452814118	8.3606958389	0.0000000000
0.6452929854	8.2890396118	0.0000000000
0.6453045635	8.3832807541	0.0000000000
0.6453161339	8.2592678070	0.0000000000
0.6453277023	8.3178558350	0.0000000000
0.6453392879	8.3040456772	0.0000000000
0.6453508533	8.2911071777	0.0000000000
0.6453624235	8.3063821793	0.0000000000
0.6453740084	8.3650703430	0.0000000000
0.6453855774	8.3121986389	0.0000000000
0.6453971506	8.3168830872	0.0000000000
0.6454087231	8.3775930405	0.0000000000
0.6454203131	8.3603210449	0.0000000000
0.6454318839	8.3437728882	0.0000000000
0.6454434506	8.3716173172	0.0000000000
0.6454550247	8.3169422150	0.0000000000
0.6454665884	8.3102474213	0.0000000000
0.6454781722	8.4086608887	0.0000000000
0.6454897419	8.2818088531	0.0000000000
0.6455013181	8.3065271378	0.0000000000
0.6455128942	8.3312196732	0.0000000000
0.6455244689	8.3737649918	0.0000000000
0.6455360514	8.3475551605	0.0000000000
0.6455476130	8.3664550781	0.0000000000
0.6455591840	8.2883319855	0.0000000000
0.6455707658	8.4113292694	0.0000000000
0.6455823274	8.3664731979	0.0000000000
0.6455939044	8.4082098007	0.0000000000
0.6456054830	8.2323446274	0.0000000000
0.6456170590	8.2976894379	0.0000000000
0.6456286241	8.2791213989	0.0000000000
0.6456401976	8.2803945541	0.0000000000
0.6456517809	8.2977075577	0.0000000000
0.6456633498	8.3231058121	0.0000000000
0.6456749194	8.3325471878	0.0000000000
0.6456865057	8.3566970825	0.0000000000
0.6456980741	8.3036069870	0.0000000000
0.6457096409	8.3062524796	0.0000000000
0.6457212245	8.3175439835	0.0000000000
0.6457327966	8.2933883667	0.0000000000
0.6457443725	8.3015995026	0.0000000000
0.6457559414	8.3223638535	0.0000000000
0.6457675137	8.2926101685	0.0000000000
0.6457790945	8.3682489395	0.0000000000
0.6457906605	8.3244323730	0.0000000000
0.6458022386	8.2769079208	0.0000000000
0.6458138181	8.2426643372	0.0000000000
0.6458254025	8.2120580673	0.0000000000
0.6458369595	8.3094577789	0.0000000000
0.6458485317	8.3187227249	0.0000000000
0.6458601089	8.2601613998	0.0000000000
0.6458716830	8.3480195999	0.0000000000
0.6458832555	8.3262004852	0.0000000000
0.6458948268	8.3182621002	0.0000000000
0.6459064069	8.3374147415	0.0000000000
0.6459179822	8.3836917877	0.0000000000
0.6459295547	8.2199325562	0.0000000000
0.6459411348	8.2413520813	0.0000000000
0.6459527042	8.3059930801	0.0000000000
0.6459642726	8.3340139389	0.0000000000
0.6459758504	8.3223819733	0.0000000000
0.6459874163	8.3629016876	0.0000000000
0.6459989896	8.2961463928	0.0000000000
0.6460105632	8.2212581635	0.0000000000
0.6460221366	8.3057985306	0.0000000000
0.6460337222	8.2209892273	0.0000000000
0.6460452965	8.2823352814	0.0000000000
0.6460568645	8.2681865692	0.0000000000
0.6460684436	8.2484846115	0.0000000000
0.6460800109	8.3088750839	0.0000000000
0.6460915883	8.2300958633	0.0000000000
0.6461031624	8.2350053787	0.0000000000
0.6461147299	8.2855920792	0.0000000000
0.6461263136	8.2372722626	0.0000000000
0.6461378868	8.2607355118	0.0000000000
0.6461494587	8.3253412247	0.0000000000
0.6461610283	8.2459554672	0.0000000000
0.6461726019	8.3150167465	0.0000000000
0.6461841913	8.2345943451	0.0000000000
0.6461957512	8.2939367294	0.0000000000
0.6462073246	8.3286752701	0.0000000000
0.6462189030	8.2635707855	0.0000000000
0.6462304789	8.1957616806	0.0000000000
0.6462420467	8.2707414627	0.0000000000
0.6462536244	8.3118295670	0.0000000000
0.6462652013	8.2203111649	0.0000000000
0.6462767731	8.2355251312	0.0000000000
0.6462883479	8.2024574280	0.0000000000
0.6462999166	8.2918319702	0.0000000000
0.6463114942	8.1815147400	0.0000000000
0.6463230680	8.1299476624	0.0000000000
0.6463346385	8.2571992874	0.0000000000
0.6463462088	8.1858654022	0.0000000000
0.6463577863	8.2247037888	0.0000000000
0.6463693661	8.1526985168	0.0000000000
0.6463809318	8.2499513626	0.0000000000
0.6463925138	8.2151508331	0.0000000000
0.6464040863	8.2145051956	0.0000000000
0.6464156556	8.1942453384	0.0000000000
0.6464272290	8.1970033646	0.0000000000
0.6464388168	8.1672677994	0.0000000000
0.6464503825	8.2447004318	0.0000000000
0.6464619564	8.2228851318	0.0000000000
0.6464735210	8.1989831924	0.0000000000
0.6464851029	8.2245960236	0.0000000000
0.6464966814	8.1971187592	0.0000000000
0.6465082423	8.1808624268	0.0000000000
0.6465198268	8.1864347458	0.0000000000
0.6465314119	8.1596078873	0.0000000000
10 min
0.6465429691	8.2220363617	0.0000000000
0.6465544234	8.2565279007	0.0000000000
0.6465661140	8.1331253052	0.0000000000
0.6465776975	8.2247076035	0.0000000000
0.6465892664	8.2770938873	0.0000000000
0.6466008366	8.2792978287	0.0000000000
0.6466124107	8.2617254257	0.0000000000
0.6466239930	8.1955127716	0.0000000000
0.6466355637	8.1816492081	0.0000000000
0.6466471460	8.2293100357	0.0000000000
0.6466587094	8.1758413315	0.0000000000
0.6466702903	8.1856565475	0.0000000000
0.6466818723	8.1446113586	0.0000000000
0.6466934332	8.2248649597	0.0000000000
0.6467050083	8.2303094864	0.0000000000
0.6467165758	8.2056665421	0.0000000000
0.6467281544	8.1974582672	0.0000000000
0.6467397233	8.2169446945	0.0000000000
0.6467513068	8.2600536346	0.0000000000
0.6467628822	8.2210788727	0.0000000000
0.6467744538	8.2076101303	0.0000000000
0.6467860187	8.1643323898	0.0000000000
0.6467976147	8.1743755341	0.0000000000
0.6468091766	8.1959075928	0.0000000000
0.6468207446	8.1970920563	0.0000000000
0.6468323291	8.1381654739	0.0000000000
0.6468439001	8.1868562698	0.0000000000
0.6468554722	8.2529563904	0.0000000000
0.6468670440	8.1778392792	0.0000000000
0.6468786175	8.1187572479	0.0000000000
0.6468901867	8.1652173996	0.0000000000
0.6469017711	8.1594648361	0.0000000000
0.6469133396	8.1152391434	0.0000000000
0.6469249180	8.1673717499	0.0000000000
0.6469364856	8.2377529144	0.0000000000
0.6469480649	8.2498054504	0.0000000000
0.6469596391	8.1910133362	0.0000000000
0.6469712116	8.2031908035	0.0000000000
0.6469827861	8.0814790726	0.0000000000
0.6469943556	8.1442499161	0.0000000000
0.6470059362	8.1277036667	0.0000000000
0.6470175003	8.1954298019	0.0000000000
0.6470290858	8.2538948059	0.0000000000
0.6470406503	8.2590494156	0.0000000000
0.6470522249	8.2084922791	0.0000000000
0.6470637993	8.1070108414	0.0000000000
0.6470753805	8.1494312286	0.0000000000
0.6470869472	8.1646690369	0.0000000000
0.6470985214	8.2243099213	0.0000000000
0.6471101025	8.1654100418	0.0000000000
0.6471216762	8.2080698013	0.0000000000
0.6471332486	8.2304697037	0.0000000000
0.6471448234	8.1940660477	0.0000000000
0.6471563959	8.1262702942	0.0000000000
0.6471679839	8.1190261841	0.0000000000
0.6471795414	8.0753555298	0.0000000000
0.6471911159	8.0712318420	0.0000000000
0.6472026846	8.0993728638	0.0000000000
0.6472142685	8.1726589203	0.0000000000
0.6472258422	8.1412620544	0.0000000000
0.6472374083	8.0860157013	0.0000000000
0.6472489875	8.1095457077	0.0000000000
0.6472605599	8.1828956604	0.0000000000
0.6472721343	8.1235971451	0.0000000000
0.6472837084	8.1630420685	0.0000000000
0.6472952761	8.1355867386	0.0000000000
0.6473068582	8.1294174194	0.0000000000
0.6473184457	8.1142950058	0.0000000000
0.6473300018	8.1266736984	0.0000000000
0.6473415773	8.1976728439	0.0000000000
0.6473531555	8.0727663040	0.0000000000
0.6473647299	8.1766052246	0.0000000000
0.6473762955	8.1021919250	0.0000000000
0.6473878736	8.0891027451	0.0000000000
0.6473994527	8.1298456192	0.0000000000
0.6474110375	8.1058673859	0.0000000000
0.6474226088	8.1672325134	0.0000000000
0.6474341710	8.1798725128	0.0000000000
0.6474457429	8.1761074066	0.0000000000
0.6474573212	8.0823011398	0.0000000000
0.6474688862	7.9819579124	0.0000000000
0.6474804663	8.1398439407	0.0000000000
0.6474920449	8.0710773468	0.0000000000
0.6475036076	8.1314325333	0.0000000000
0.6475151869	8.1052789688	0.0000000000
0.6475267651	8.1265249252	0.0000000000
0.6475383310	8.1747808456	0.0000000000
0.6475499135	8.0666961670	0.0000000000
0.6475614801	8.1392822266	0.0000000000
0.6475730600	8.2098484039	0.0000000000
0.6475846292	8.1583223343	0.0000000000
0.6475962060	8.1605539322	0.0000000000
0.6476077849	8.0725879669	0.0000000000
0.6476193565	8.1254940033	0.0000000000
0.6476309268	8.1597185135	0.0000000000
0.6476424997	8.1329708099	0.0000000000
0.6476540787	8.1882276535	0.0000000000
0.6476656459	8.2002916336	0.0000000000
0.6476772220	8.0871925354	0.0000000000
0.6476887989	8.1656427383	0.0000000000
0.6477003679	8.0588436127	0.0000000000
0.6477119395	8.1765136719	0.0000000000
0.6477235234	8.1233472824	0.0000000000
0.6477350930	8.1057882309	0.0000000000
0.6477466730	8.1533412933	0.0000000000
0.6477582459	8.0748777390	0.0000000000
0.6477698128	8.1951828003	0.0000000000
0.6477813900	8.0620727539	0.0000000000
0.6477929660	8.0838003159	0.0000000000
0.6478045408	8.1586437225	0.0000000000
0.6478161115	8.2018299103	0.0000000000
0.6478276821	8.1690711975	0.0000000000
0.6478392553	8.1574201584	0.0000000000
0.6478508366	8.0583076477	0.0000000000
0.6478624124	8.1093854904	0.0000000000
0.6478739864	8.0966234207	0.0000000000
0.6478855594	8.1256694794	0.0000000000
0.6478971367	8.0640726089	0.0000000000
0.6479087031	8.1081495285	0.0000000000
0.6479202729	8.1526470184	0.0000000000
0.6479318578	8.1688385010	0.0000000000
0.6479434213	8.1006898880	0.0000000000
0.6479550049	8.0052080154	0.0000000000
0.6479665731	8.1317644119	0.0000000000
0.6479781476	8.0114393234	0.0000000000
0.6479897276	8.1062602997	0.0000000000
0.6480013026	8.0600013733	0.0000000000
0.6480128698	8.0208692551	0.0000000000
0.6480244432	8.0415534973	0.0000000000
0.6480360209	8.1119384766	0.0000000000
0.6480475860	8.0539817810	0.0000000000
0.6480591688	8.0808010101	0.0000000000
0.6480707397	7.9784755707	0.0000000000
0.6480823137	7.9912338257	0.0000000000
0.6480938839	8.0031728745	0.0000000000
0.6481054674	8.0554313660	0.0000000000
0.6481170302	8.0075750351	0.0000000000
0.6481286051	8.1053676605	0.0000000000
0.6481401797	8.0304536819	0.0000000000
0.6481517594	8.0917987823	0.0000000000
0.6481633392	8.1355056763	0.0000000000
0.6481749011	8.1551752090	0.0000000000
0.6481864807	8.0569124222	0.0000000000
0.6481980497	8.0314311981	0.0000000000
0.6482096341	8.0550737381	0.0000000000
0.6482212076	7.9742150307	0.0000000000
0.6482327812	8.0847778320	0.0000000000
0.6482443495	8.0079460144	0.0000000000
0.6482559296	8.0810155869	0.0000000000
0.6482675002	8.0384063721	0.0000000000
0.6482790774	8.0501823425	0.0000000000
0.6482906474	8.0530271530	0.0000000000
0.6483022197	8.0530805588	0.0000000000
0.6483137883	8.1290416718	0.0000000000
0.6483253716	8.0474853516	0.0000000000
0.6483369397	8.0826740265	0.0000000000
0.6483485199	8.0946016312	0.0000000000
0.6483600889	8.1130990982	0.0000000000
0.6483716589	8.0240516663	0.0000000000
0.6483832417	8.0440931320	0.0000000000
0.6483948193	8.0545921326	0.0000000000
0.6484063824	8.0623435974	0.0000000000
0.6484179551	7.9672141075	0.0000000000
0.6484295368	7.9113965034	0.0000000000
0.6484411137	8.0054931641	0.0000000000
0.6484526839	8.0526561737	0.0000000000
0.6484642738	8.0657682419	0.0000000000
